ANIO_REGIS,ENT_OCURR,SEXO,TOTAL,00_04,05_14,15_24,25_44,45_64,>65
2028,32,Mujeres,892385,71436,148722,145604,250011,186846,89766
2028,32,Total,1749635,145515,303340,295058,487178,352145,166399
2029,1,Hombres,782292,59901,127386,135840,245013,151172,62980
2029,1,Mujeres,806803,57796,122702,130475,244434,174797,76599
2029,1,Total,1589095,117697,250088,266315,489447,325969,139579
2029,2,Hombres,2037418,144915,308908,322373,650727,440802,169693
2029,2,Mujeres,2055697,139828,300263,316263,632827,466304,200212
2029,2,Total,4093115,284743,609171,638636,1283554,907106,369905
2029,3,Hombres,477254,36698,72890,73953,154928,102497,36288
2029,3,Mujeres,465111,35803,72769,71354,140455,102515,42215
2029,3,Total,942365,72501,145659,145307,295383,205012,78503
2029,4,Hombres,564461,45000,93294,91061,176532,113333,45241
2029,4,Mujeres,576658,43523,90193,89440,177325,122705,53472
2029,4,Total,1141119,88523,183487,180501,353857,236038,98713
2029,5,Hombres,1781817,152343,307536,287363,515829,362139,156607
2029,5,Mujeres,1798800,146598,294892,274336,503974,395375,183625
2029,5,Total,3580617,298941,602428,561699,1019803,757514,340232
2029,6,Hombres,442225,33530,70817,71646,134112,93245,38875
2029,6,Mujeres,443618,32126,67058,66938,132668,99517,45311
2029,6,Total,885843,65656,137875,138584,266780,192762,84186
2029,7,Hombres,3140145,321738,632141,566807,875838,525503,218118
2029,7,Mujeres,3298542,310546,612297,567204,944437,614314,249744
2029,7,Total,6438687,632284,1244438,1134011,1820275,1139817,467862
2029,8,Hombres,2013024,150157,315255,330818,605870,425102,185822
2029,8,Mujeres,2062963,144735,305484,324602,603159,464153,220830
2029,8,Total,4075987,294892,620739,655420,1209029,889255,406652
2029,9,Hombres,4192837,223005,474882,563735,1311867,1068367,550981
2029,9,Mujeres,4614680,214197,455093,550211,1342960,1287607,764612
2029,9,Total,8807517,437202,929975,1113946,2654827,2355974,1315593
2029,10,Hombres,982105,77866,163555,171120,288423,194182,86959
2029,10,Mujeres,1014208,75097,158135,167417,293518,215931,104110
2029,10,Total,1996313,152963,321690,338537,581941,410113,191069
2029,11,Hombres,3229488,259498,557226,554074,957604,635401,265685
2029,11,Mujeres,3401188,249990,534206,538682,1010852,736736,330722
2029,11,Total,6630676,509488,1091432,1092756,1968456,1372137,596407
2029,12,Hombres,1801745,152678,325847,326547,512026,325032,159615
2029,12,Mujeres,1925934,147039,311877,318017,557017,391445,200539
2029,12,Total,3727679,299717,637724,644564,1069043,716477,360154
2029,13,Hombres,1628913,128704,274029,274800,466942,330347,154091
2029,13,Mujeres,1746643,124006,263535,268686,504624,397733,188059
2029,13,Total,3375556,252710,537564,543486,971566,728080,342150
2029,14,Hombres,4453027,332104,714739,742082,1362237,913031,388834
2029,14,Mujeres,4592557,319967,689074,721507,1362291,1015081,484637
2029,14,Total,9045584,652071,1403813,1463589,2724528,1928112,873471
2029,15,Hombres,9166626,645100,1396002,1463567,2805309,2008137,848511
2029,15,Mujeres,9604533,622481,1346999,1415580,2879826,2309116,1030531
2029,15,Total,18771159,1267581,2743001,2879147,5685135,4317253,1879042
2029,16,Hombres,2471923,214256,441694,424109,690275,473463,228126
2029,16,Mujeres,2609522,206598,424787,417936,743418,544388,272395
2029,16,Total,5081445,420854,866481,842045,1433693,1017851,500521
2029,17,Hombres,1075073,81593,172173,171710,319871,220341,109385
2029,17,Mujeres,1137755,78746,165818,165981,330098,261418,135694
2029,17,Total,2212828,160339,337991,337691,649969,481759,245079
2029,18,Hombres,717808,56059,119424,121059,213746,143895,63625
2029,18,Mujeres,718090,53925,114950,116261,207100,154527,71327
2029,18,Total,1435898,109984,234374,237320,420846,298422,134952
2029,19,Hombres,3115388,229821,469479,493682,970016,676165,276225
2029,19,Mujeres,3129328,221035,452082,477240,927530,719102,332339
2029,19,Total,6244716,450856,921561,970922,1897546,1395267,608564
2029,20,Hombres,2066637,172363,360605,360292,580232,395634,197511
2029,20,Mujeres,2247123,166441,348109,358261,644812,480902,248598
2029,20,Total,4313760,338804,708714,718553,1225044,876536,446109
2029,21,Hombres,3414951,282034,589730,597952,1015162,646157,283916
2029,21,Mujeres,3673788,271962,568666,589069,1082272,789033,372786
2029,21,Total,7088739,553996,1158396,1187021,2097434,1435190,656702
2029,22,Hombres,1288411,98018,208008,213589,407796,259689,101311
2029,22,Mujeres,1324618,94034,197318,201522,409675,297063,125006
2029,22,Total,2613029,192052,405326,415111,817471,556752,226317
2029,23,Hombres,1031926,76607,160721,168314,348720,209271,68293
2029,23,Mujeres,1011487,73590,154324,160711,328633,219256,74973
2029,23,Total,2043413,150197,315045,329025,677353,428527,143266
2029,24,Hombres,1471146,115600,244884,243103,431441,294173,141945
2029,24,Mujeres,1548116,111416,236036,238759,452190,340551,169164
2029,24,Total,3019262,227016,480920,481862,883631,634724,311109
2029,25,Hombres,1663203,121331,253794,271011,499255,354664,163148
2029,25,Mujeres,1691734,117063,244555,257152,490095,387338,195531
2029,25,Total,3354937,238394,498349,528163,989350,742002,358679
2029,26,Hombres,1677768,124418,257521,267621,510668,360417,157123
2029,26,Mujeres,1702289,119842,248483,263186,505977,380687,184114
2029,26,Total,3380057,244260,506004,530807,1016645,741104,341237
2029,27,Hombres,1374388,111072,230175,230733,405969,280884,115555
2029,27,Mujeres,1425373,107061,221487,220171,420808,321394,134452
2029,27,Total,2799761,218133,451662,450904,826777,602278,250007
2029,28,Hombres,1916836,152458,305523,310124,551393,414512,182826
2029,28,Mujeres,1973363,146845,295407,302755,548408,457905,222043
2029,28,Total,3890199,299303,600930,612879,1099801,872417,404869
2029,29,Hombres,734263,57769,122615,123222,221560,146625,62472
2029,29,Mujeres,773268,55517,117204,119898,230679,173953,76017
2029,29,Total,1507531,113286,239819,243120,452239,320578,138489
2029,30,Hombres,4296033,321873,693954,695809,1235650,898751,449996
2029,30,Mujeres,4585003,310561,668899,670239,1302116,1073752,559436
2029,30,Total,8881036,632434,1362853,1366048,2537766,1972503,1009432
2029,31,Hombres,1209613,85294,180340,188618,382326,260457,112578
2029,31,Mujeres,1257429,82527,176640,186441,383222,290380,138219
2029,31,Total,2467042,167821,356980,375059,765548,550837,250797
2029,32,Hombres,861468,73570,153251,149778,238910,167125,78834
2029,32,Mujeres,897318,70924,147355,145940,250869,189516,92714
2029,32,Total,1758786,144494,300606,295718,489779,356641,171548
2030,1,Hombres,789573,59491,126366,135549,248094,154436,65637
2030,1,Mujeres,814510,57390,121900,130023,246782,178263,80152
2030,1,Total,1604083,116881,248266,265572,494876,332699,145789
2030,2,Hombres,2059160,144125,307975,322241,657747,448858,178214
2030,2,Mujeres,2079189,139048,298717,316851,638162,476431,209980
2030,2,Total,4138349,283173,606692,639092,1295909,925289,388194
2030,3,Hombres,484067,36783,73094,74395,156649,105062,38084
2030,3,Mujeres,472138,35877,72956,71965,141934,104988,44418
2030,3,Total,956205,72660,146050,146360,298583,210050,82502
2030,4,Hombres,571701,44961,93184,91962,178427,116228,46939
2030,4,Mujeres,584023,43473,89960,90229,178638,125886,55837
2030,4,Total,1155724,88434,183144,182191,357065,242114,102776
2030,5,Hombres,1799901,152074,307895,288903,521015,367129,162885
2030,5,Mujeres,1817966,146328,295392,275887,507808,401010,191541
2030,5,Total,3617867,298402,603287,564790,1028823,768139,354426
2030,6,Hombres,447307,33413,70553,72108,135425,95373,40435
2030,6,Mujeres,448563,32013,66920,67339,133349,101690,47252
2030,6,Total,895870,65426,137473,139447,268774,197063,87687
2030,7,Hombres,3175561,322064,631979,571379,887202,536968,225969
2030,7,Mujeres,3337951,310817,611494,571770,953260,630193,260417
2030,7,Total,6513512,632881,1243473,1143149,1840462,1167161,486386
2030,8,Hombres,2024475,148859,313098,328258,610987,429965,193308
2030,8,Mujeres,2076322,143455,302776,322888,606866,470189,230148
2030,8,Total,4100797,292314,615874,651146,1217853,900154,423456
2030,9,Hombres,4174871,218752,467241,550773,1299775,1072564,565766
2030,9,Mujeres,4598549,210086,447284,537658,1326219,1291873,785429
2030,9,Total,8773420,428838,914525,1088431,2625994,2364437,1351195
2030,10,Hombres,987945,77382,161394,171121,291161,196938,89949
2030,10,Mujeres,1020769,74616,156028,167419,295534,219229,107943
2030,10,Total,2008714,151998,317422,338540,586695,416167,197892
2030,11,Hombres,3246119,256666,551362,553757,962711,646504,275119
2030,11,Mujeres,3419926,247177,528941,537739,1012884,749927,343258
2030,11,Total,6666045,503843,1080303,1091496,1975595,1396431,618377
2030,12,Hombres,1802849,150478,320631,324636,515379,328430,163295
2030,12,Mujeres,1927938,144885,306971,315627,558331,396306,205818
2030,12,Total,3730787,295363,627602,640263,1073710,724736,369113
2030,13,Hombres,1642469,128125,272610,274653,472231,335357,159493
2030,13,Mujeres,1761686,123421,262314,268482,507343,404803,195323
2030,13,Total,3404155,251546,534924,543135,979574,740160,354816
2030,14,Hombres,4480828,328818,707365,740691,1371692,929555,402707
2030,14,Mujeres,4622935,316746,681881,719976,1368297,1033635,502400
2030,14,Total,9103763,645564,1389246,1460667,2739989,1963190,905107
2030,15,Hombres,9222192,638210,1383817,1456425,2820532,2038369,884839
2030,15,Mujeres,9665157,615767,1336578,1407557,2883577,2345866,1075812
2030,15,Total,18887349,1253977,2720395,2863982,5704109,4384235,1960651
2030,16,Hombres,2483610,212881,437783,425171,693129,480009,234637
2030,16,Mujeres,2621791,205224,421010,418217,744381,552372,280587
2030,16,Total,5105401,418105,858793,843388,1437510,1032381,515224
2030,17,Hombres,1082921,81054,171475,171654,322134,223522,113082
2030,17,Mujeres,1145871,78209,165226,165834,330796,265380,140426
2030,17,Total,2228792,159263,336701,337488,652930,488902,253508
2030,18,Hombres,725265,55920,118449,121821,216379,146878,65818
2030,18,Mujeres,725628,53784,113959,117253,208912,157718,74002
2030,18,Total,1450893,109704,232408,239074,425291,304596,139820
2030,19,Hombres,3146353,229510,469019,493390,979032,687363,288039
2030,19,Mujeres,3161989,220722,451040,477606,934839,730822,346960
2030,19,Total,6308342,450232,920059,970996,1913871,1418185,634999
2030,20,Hombres,2073462,170878,357271,358221,584472,400174,202446
2030,20,Mujeres,2255419,164955,344841,355865,646738,487646,255374
2030,20,Total,4328881,335833,702112,714086,1231210,887820,457820
2030,21,Hombres,3436722,279759,585284,596150,1024963,657108,293458
2030,21,Mujeres,3697699,269704,564140,587033,1087611,803315,385896
2030,21,Total,7134421,549463,1149424,1183183,2112574,1460423,679354
2030,22,Hombres,1304680,97611,207454,214341,412695,266481,106098
2030,22,Mujeres,1341619,93633,197012,202124,412478,305093,131279
2030,22,Total,2646299,191244,404466,416465,825173,571574,237377
2030,23,Hombres,1048196,76415,160818,169657,353507,215560,72239
2030,23,Mujeres,1027464,73400,154205,162034,331975,226193,79657
2030,23,Total,2075660,149815,315023,331691,685482,441753,151896
2030,24,Hombres,1477485,114281,243504,241126,434683,297820,146071
2030,24,Mujeres,1555426,110124,234628,236676,453919,345301,174778
2030,24,Total,3032911,224405,478132,477802,888602,643121,320849
2030,25,Hombres,1671830,120407,251800,269016,503113,358847,168647
2030,25,Mujeres,1701360,116154,242774,255508,491958,392302,202664
2030,25,Total,3373190,236561,494574,524524,995071,751149,371311
2030,26,Hombres,1692688,124093,256621,266770,515700,366329,163175
2030,26,Mujeres,1718075,119514,246991,262814,509886,387338,191532
